,Course,Model,Reciprocal_Rank
83,Agile Planning for Software Products,Author-Topic,0.058823529411764705
84,Agile Planning for Software Products,Author-Topic,0.07692307692307693
85,Agile Planning for Software Products,Author-Topic,0.05
86,Agile Planning for Software Products,Author-Topic,0.3333333333333333
87,Agile Planning for Software Products,Author-Topic,0.07692307692307693
88,Agile Planning for Software Products,Author-Topic,0.047619047619047616
89,Agile Planning for Software Products,Author-Topic,0.037037037037037035
90,Agile Planning for Software Products,Author-Topic,0.058823529411764705
91,Agile Planning for Software Products,Author-Topic,0.058823529411764705
92,Agile Planning for Software Products,Author-Topic,0.07692307692307693
93,Agile Planning for Software Products,Author-Topic,0.058823529411764705
94,Agile Planning for Software Products,Author-Topic,0.027777777777777776
95,Agile Planning for Software Products,Author-Topic,0.05263157894736842
96,Agile Planning for Software Products,Author-Topic,0.07692307692307693
97,Agile Planning for Software Products,Author-Topic,0.05263157894736842
98,Agile Planning for Software Products,Author-Topic,0.07692307692307693
99,Agile Planning for Software Products,Author-Topic,0.07692307692307693
100,Agile Planning for Software Products,Author-Topic,0.07692307692307693
101,Agile Planning for Software Products,Author-Topic,0.07692307692307693
102,Agile Planning for Software Products,Author-Topic,0.058823529411764705
103,Agile Planning for Software Products,Author-Topic,0.058823529411764705
104,Agile Planning for Software Products,Author-Topic,0.037037037037037035
105,Agile Planning for Software Products,Author-Topic,0.07692307692307693
106,Agile Planning for Software Products,Author-Topic,0.07692307692307693
107,Agile Planning for Software Products,Author-Topic,0.058823529411764705
108,Agile Planning for Software Products,Author-Topic,0.037037037037037035
109,Agile Planning for Software Products,Author-Topic,0.05263157894736842
110,Agile Planning for Software Products,Author-Topic,0.07692307692307693
111,Agile Planning for Software Products,Author-Topic,0.058823529411764705
112,Agile Planning for Software Products,Author-Topic,0.058823529411764705
113,Agile Planning for Software Products,Author-Topic,0.05263157894736842
114,Agile Planning for Software Products,Author-Topic,0.07692307692307693
115,Agile Planning for Software Products,Author-Topic,0.058823529411764705
116,Agile Planning for Software Products,Author-Topic,0.07692307692307693
117,Agile Planning for Software Products,Author-Topic,0.058823529411764705
118,Agile Planning for Software Products,Author-Topic,0.07692307692307693
119,Agile Planning for Software Products,Author-Topic,0.07692307692307693
120,Agile Planning for Software Products,Author-Topic,0.07692307692307693
121,Agile Planning for Software Products,Author-Topic,0.07692307692307693
122,Agile Planning for Software Products,Author-Topic,0.07692307692307693
123,Agile Planning for Software Products,Author-Topic,0.07692307692307693
124,Agile Planning for Software Products,Author-Topic,0.05263157894736842
125,Agile Planning for Software Products,Author-Topic,0.07692307692307693
126,Agile Planning for Software Products,Author-Topic,0.07692307692307693
127,Agile Planning for Software Products,Author-Topic,0.058823529411764705
128,Agile Planning for Software Products,Author-Topic,0.07692307692307693
129,Agile Planning for Software Products,Author-Topic,0.3333333333333333
130,Agile Planning for Software Products,Author-Topic,0.07692307692307693
131,Agile Planning for Software Products,Author-Topic,0.058823529411764705
132,Agile Planning for Software Products,Author-Topic,0.07692307692307693
133,Agile Planning for Software Products,Author-Topic,0.07692307692307693
134,Agile Planning for Software Products,Author-Topic,0.058823529411764705
135,Agile Planning for Software Products,Author-Topic,0.07692307692307693
136,Agile Planning for Software Products,Author-Topic,0.05263157894736842
137,Agile Planning for Software Products,Author-Topic,0.08333333333333333
138,Agile Planning for Software Products,Author-Topic,0.037037037037037035
139,Agile Planning for Software Products,Author-Topic,0.05263157894736842
140,Agile Planning for Software Products,Author-Topic,0.05263157894736842
141,Agile Planning for Software Products,Author-Topic,0.08333333333333333
142,Agile Planning for Software Products,Author-Topic,0.058823529411764705
143,Agile Planning for Software Products,Author-Topic,0.07692307692307693
144,Agile Planning for Software Products,Author-Topic,0.07692307692307693
145,Agile Planning for Software Products,Author-Topic,0.034482758620689655
146,Agile Planning for Software Products,Author-Topic,0.037037037037037035
147,Agile Planning for Software Products,Author-Topic,0.058823529411764705
148,Agile Planning for Software Products,Author-Topic,0.07692307692307693
149,Agile Planning for Software Products,Author-Topic,0.047619047619047616
150,Agile Planning for Software Products,Author-Topic,0.05263157894736842
151,Agile Planning for Software Products,Author-Topic,0.058823529411764705
152,Agile Planning for Software Products,Author-Topic,0.07692307692307693
153,Agile Planning for Software Products,Author-Topic,0.058823529411764705
154,Agile Planning for Software Products,Author-Topic,0.07692307692307693
155,Agile Planning for Software Products,Author-Topic,0.058823529411764705
156,Agile Planning for Software Products,Author-Topic,0.058823529411764705
157,Agile Planning for Software Products,Author-Topic,0.05
158,Agile Planning for Software Products,Author-Topic,0.1
159,Agile Planning for Software Products,Author-Topic,0.058823529411764705
160,Agile Planning for Software Products,Author-Topic,0.037037037037037035
161,Agile Planning for Software Products,Author-Topic,0.05263157894736842
162,Agile Planning for Software Products,Author-Topic,0.25
163,Agile Planning for Software Products,Author-Topic,0.047619047619047616
164,Agile Planning for Software Products,Author-Topic,0.07692307692307693
165,Agile Planning for Software Products,Author-Topic,0.047619047619047616
166,Agile Planning for Software Products,Author-Topic,0.07692307692307693
167,Agile Planning for Software Products,Author-Topic,0.058823529411764705
168,Agile Planning for Software Products,Author-Topic,0.058823529411764705
169,Agile Planning for Software Products,Author-Topic,0.037037037037037035
170,Agile Planning for Software Products,Author-Topic,0.047619047619047616
171,Agile Planning for Software Products,Author-Topic,0.07692307692307693
172,Agile Planning for Software Products,Author-Topic,0.07692307692307693
173,Agile Planning for Software Products,Author-Topic,0.07692307692307693
174,Agile Planning for Software Products,Author-Topic,0.05263157894736842
175,Agile Planning for Software Products,Author-Topic,0.07692307692307693
176,Agile Planning for Software Products,Author-Topic,0.058823529411764705
177,Agile Planning for Software Products,Author-Topic,0.25
178,Agile Planning for Software Products,Author-Topic,0.07692307692307693
179,Agile Planning for Software Products,Author-Topic,0.047619047619047616
180,Agile Planning for Software Products,Author-Topic,0.047619047619047616
181,Agile Planning for Software Products,Author-Topic,0.05263157894736842
182,Agile Planning for Software Products,Author-Topic,0.07692307692307693
183,Agile Planning for Software Products,Author-Topic,0.047619047619047616
184,Agile Planning for Software Products,Author-Topic,0.037037037037037035
185,Agile Planning for Software Products,Author-Topic,0.027777777777777776
186,Agile Planning for Software Products,Author-Topic,0.07692307692307693
187,Agile Planning for Software Products,Author-Topic,0.07692307692307693
188,Agile Planning for Software Products,Author-Topic,0.058823529411764705
189,Agile Planning for Software Products,Author-Topic,0.07692307692307693
190,Agile Planning for Software Products,Author-Topic,0.043478260869565216
191,Agile Planning for Software Products,Author-Topic,0.07692307692307693
192,Agile Planning for Software Products,Author-Topic,0.05263157894736842
193,Agile Planning for Software Products,Author-Topic,0.07692307692307693
194,Agile Planning for Software Products,Author-Topic,0.25
195,Agile Planning for Software Products,Author-Topic,0.058823529411764705
196,Agile Planning for Software Products,Author-Topic,0.07692307692307693
197,Agile Planning for Software Products,Author-Topic,0.07692307692307693
198,Agile Planning for Software Products,Author-Topic,0.07692307692307693
199,Agile Planning for Software Products,Author-Topic,0.07692307692307693
200,Agile Planning for Software Products,Author-Topic,0.05263157894736842
201,Agile Planning for Software Products,Author-Topic,0.25
202,Agile Planning for Software Products,Author-Topic,0.05263157894736842
203,Agile Planning for Software Products,Author-Topic,0.07692307692307693
204,Agile Planning for Software Products,Author-Topic,0.047619047619047616
205,Agile Planning for Software Products,Author-Topic,0.07692307692307693
206,Agile Planning for Software Products,Author-Topic,0.07692307692307693
207,Agile Planning for Software Products,Author-Topic,0.058823529411764705
208,Agile Planning for Software Products,Author-Topic,0.07692307692307693
209,Agile Planning for Software Products,Author-Topic,0.058823529411764705
210,Agile Planning for Software Products,Author-Topic,0.058823529411764705
211,Agile Planning for Software Products,Author-Topic,0.058823529411764705
212,Agile Planning for Software Products,Author-Topic,0.043478260869565216
213,Agile Planning for Software Products,Author-Topic,0.25
214,Agile Planning for Software Products,Author-Topic,0.07692307692307693
215,Agile Planning for Software Products,Author-Topic,0.07692307692307693
216,Agile Planning for Software Products,Author-Topic,0.07692307692307693
217,Agile Planning for Software Products,Author-Topic,0.07692307692307693
218,Agile Planning for Software Products,Author-Topic,0.058823529411764705
219,Agile Planning for Software Products,Author-Topic,0.07692307692307693
220,Agile Planning for Software Products,Author-Topic,0.047619047619047616
221,Agile Planning for Software Products,Author-Topic,0.047619047619047616
222,Agile Planning for Software Products,Author-Topic,0.07692307692307693
223,Agile Planning for Software Products,Author-Topic,0.07692307692307693
224,Agile Planning for Software Products,Author-Topic,0.05
225,Agile Planning for Software Products,Author-Topic,0.07692307692307693
226,Agile Planning for Software Products,Author-Topic,0.05263157894736842
227,Agile Planning for Software Products,Author-Topic,0.07692307692307693
228,Agile Planning for Software Products,Author-Topic,0.047619047619047616
229,Agile Planning for Software Products,Author-Topic,0.058823529411764705
230,Agile Planning for Software Products,Author-Topic,0.07692307692307693
231,Agile Planning for Software Products,Author-Topic,0.047619047619047616
232,Agile Planning for Software Products,Author-Topic,0.058823529411764705
233,Agile Planning for Software Products,Author-Topic,0.07692307692307693
234,Agile Planning for Software Products,Author-Topic,0.058823529411764705
235,Agile Planning for Software Products,Author-Topic,0.058823529411764705
236,Agile Planning for Software Products,Author-Topic,0.07692307692307693
237,Agile Planning for Software Products,Author-Topic,0.07692307692307693
238,Agile Planning for Software Products,Author-Topic,0.037037037037037035
239,Agile Planning for Software Products,Author-Topic,0.05263157894736842
240,Agile Planning for Software Products,Author-Topic,0.07692307692307693
241,Agile Planning for Software Products,Author-Topic,0.045454545454545456
242,Agile Planning for Software Products,Author-Topic,0.07692307692307693
243,Agile Planning for Software Products,Author-Topic,0.07692307692307693
244,Agile Planning for Software Products,Author-Topic,0.058823529411764705
245,Agile Planning for Software Products,Author-Topic,0.05263157894736842
246,Agile Planning for Software Products,Author-Topic,0.05263157894736842
247,Agile Planning for Software Products,Author-Topic,0.058823529411764705
248,Agile Planning for Software Products,Author-Topic,0.047619047619047616
249,Agile Planning for Software Products,Author-Topic,0.05263157894736842
250,Agile Planning for Software Products,Author-Topic,0.07692307692307693
251,Agile Planning for Software Products,Author-Topic,0.25
252,Agile Planning for Software Products,Author-Topic,0.058823529411764705
253,Agile Planning for Software Products,Author-Topic,0.047619047619047616
254,Agile Planning for Software Products,Author-Topic,0.05263157894736842
255,Agile Planning for Software Products,Author-Topic,0.047619047619047616
256,Agile Planning for Software Products,Author-Topic,0.07692307692307693
257,Agile Planning for Software Products,Author-Topic,0.037037037037037035
258,Agile Planning for Software Products,Author-Topic,0.058823529411764705
259,Agile Planning for Software Products,Author-Topic,0.07692307692307693
260,Agile Planning for Software Products,Author-Topic,0.05263157894736842
261,Agile Planning for Software Products,Author-Topic,0.25
262,Agile Planning for Software Products,Author-Topic,0.027777777777777776
263,Agile Planning for Software Products,Author-Topic,0.25
264,Agile Planning for Software Products,Author-Topic,0.05263157894736842
265,Agile Planning for Software Products,Author-Topic,0.25
266,Agile Planning for Software Products,Author-Topic,0.058823529411764705
267,Agile Planning for Software Products,Author-Topic,0.07692307692307693
268,Agile Planning for Software Products,Author-Topic,0.07692307692307693
269,Agile Planning for Software Products,Author-Topic,0.07692307692307693
270,Agile Planning for Software Products,Author-Topic,0.05263157894736842
271,Agile Planning for Software Products,Author-Topic,0.058823529411764705
272,Agile Planning for Software Products,Author-Topic,0.058823529411764705
273,Agile Planning for Software Products,Author-Topic,0.07692307692307693
274,Agile Planning for Software Products,Author-Topic,0.058823529411764705
275,Agile Planning for Software Products,Author-Topic,0.058823529411764705
276,Agile Planning for Software Products,Author-Topic,0.07692307692307693
277,Agile Planning for Software Products,Author-Topic,0.07692307692307693
278,Agile Planning for Software Products,Author-Topic,0.05263157894736842
279,Agile Planning for Software Products,Author-Topic,0.07692307692307693
280,Agile Planning for Software Products,Author-Topic,0.058823529411764705
281,Agile Planning for Software Products,Author-Topic,0.07692307692307693
282,Agile Planning for Software Products,Author-Topic,0.037037037037037035
283,Agile Planning for Software Products,Author-Topic,0.058823529411764705
284,Agile Planning for Software Products,Author-Topic,0.07692307692307693
285,Agile Planning for Software Products,Author-Topic,0.058823529411764705
286,Agile Planning for Software Products,Author-Topic,0.07692307692307693
287,Agile Planning for Software Products,Author-Topic,0.07692307692307693
288,Agile Planning for Software Products,Author-Topic,0.07692307692307693
289,Agile Planning for Software Products,Author-Topic,0.07692307692307693
290,Agile Planning for Software Products,Author-Topic,0.043478260869565216
291,Agile Planning for Software Products,Author-Topic,0.07692307692307693
292,Agile Planning for Software Products,Author-Topic,0.058823529411764705
293,Agile Planning for Software Products,Author-Topic,0.07692307692307693
294,Agile Planning for Software Products,Author-Topic,0.07692307692307693
295,Agile Planning for Software Products,Author-Topic,0.047619047619047616
296,Agile Planning for Software Products,Author-Topic,0.07692307692307693
297,Agile Planning for Software Products,Author-Topic,0.07692307692307693
298,Agile Planning for Software Products,Author-Topic,0.058823529411764705
299,Agile Planning for Software Products,Author-Topic,0.047619047619047616
300,Agile Planning for Software Products,Author-Topic,0.058823529411764705
301,Agile Planning for Software Products,Author-Topic,0.07692307692307693
302,Agile Planning for Software Products,Author-Topic,0.047619047619047616
303,Agile Planning for Software Products,Author-Topic,0.07692307692307693
304,Agile Planning for Software Products,Author-Topic,0.058823529411764705
305,Agile Planning for Software Products,Author-Topic,0.07692307692307693
306,Agile Planning for Software Products,Author-Topic,0.058823529411764705
307,Agile Planning for Software Products,Author-Topic,0.058823529411764705
308,Agile Planning for Software Products,Author-Topic,0.07692307692307693
309,Agile Planning for Software Products,Author-Topic,0.058823529411764705
310,Agile Planning for Software Products,Author-Topic,0.07692307692307693
311,Agile Planning for Software Products,Author-Topic,0.07692307692307693
312,Agile Planning for Software Products,Author-Topic,0.07692307692307693
313,Agile Planning for Software Products,Author-Topic,0.05263157894736842
314,Agile Planning for Software Products,Author-Topic,0.05263157894736842
315,Agile Planning for Software Products,Author-Topic,0.047619047619047616
316,Agile Planning for Software Products,Author-Topic,0.07692307692307693
317,Agile Planning for Software Products,Author-Topic,0.3333333333333333
318,Agile Planning for Software Products,Author-Topic,0.037037037037037035
319,Agile Planning for Software Products,Author-Topic,0.08333333333333333
320,Agile Planning for Software Products,Author-Topic,0.047619047619047616
321,Agile Planning for Software Products,Author-Topic,0.08333333333333333
322,Agile Planning for Software Products,Author-Topic,0.07692307692307693
323,Agile Planning for Software Products,Author-Topic,0.07692307692307693
324,Agile Planning for Software Products,Author-Topic,0.07692307692307693
325,Agile Planning for Software Products,Author-Topic,0.25
326,Agile Planning for Software Products,Author-Topic,0.07692307692307693
327,Agile Planning for Software Products,Author-Topic,0.037037037037037035
328,Agile Planning for Software Products,Author-Topic,0.058823529411764705
329,Agile Planning for Software Products,Author-Topic,0.058823529411764705
330,Agile Planning for Software Products,Author-Topic,0.07692307692307693
331,Agile Planning for Software Products,Author-Topic,0.047619047619047616
332,Agile Planning for Software Products,Author-Topic,0.07692307692307693
333,Agile Planning for Software Products,Author-Topic,0.05263157894736842
334,Agile Planning for Software Products,Author-Topic,0.07692307692307693
335,Agile Planning for Software Products,Author-Topic,0.058823529411764705
336,Agile Planning for Software Products,Author-Topic,0.058823529411764705
337,Agile Planning for Software Products,Author-Topic,0.05263157894736842
338,Agile Planning for Software Products,Author-Topic,0.07692307692307693
339,Agile Planning for Software Products,Author-Topic,0.07692307692307693
340,Agile Planning for Software Products,Author-Topic,0.058823529411764705
341,Agile Planning for Software Products,Author-Topic,0.07692307692307693
342,Agile Planning for Software Products,Author-Topic,0.034482758620689655
343,Agile Planning for Software Products,Author-Topic,0.07692307692307693
344,Agile Planning for Software Products,Author-Topic,0.07692307692307693
345,Agile Planning for Software Products,Author-Topic,0.07692307692307693
346,Agile Planning for Software Products,Author-Topic,0.07692307692307693
347,Agile Planning for Software Products,Author-Topic,0.07692307692307693
348,Agile Planning for Software Products,Author-Topic,0.058823529411764705
349,Agile Planning for Software Products,Author-Topic,0.058823529411764705
350,Agile Planning for Software Products,Author-Topic,0.07692307692307693
351,Agile Planning for Software Products,Author-Topic,0.07692307692307693
352,Agile Planning for Software Products,Author-Topic,0.058823529411764705
353,Agile Planning for Software Products,Author-Topic,0.027777777777777776
354,Agile Planning for Software Products,Author-Topic,0.25
355,Agile Planning for Software Products,Author-Topic,0.07692307692307693
356,Agile Planning for Software Products,Author-Topic,0.25
357,Agile Planning for Software Products,Author-Topic,0.058823529411764705
358,Agile Planning for Software Products,Author-Topic,0.07692307692307693
359,Agile Planning for Software Products,Author-Topic,0.07692307692307693
360,Agile Planning for Software Products,Author-Topic,0.07692307692307693
361,Agile Planning for Software Products,Author-Topic,0.037037037037037035
362,Agile Planning for Software Products,Author-Topic,0.058823529411764705
363,Agile Planning for Software Products,Author-Topic,0.05263157894736842
364,Agile Planning for Software Products,Author-Topic,0.07692307692307693
365,Agile Planning for Software Products,Author-Topic,0.047619047619047616
366,Agile Planning for Software Products,Author-Topic,0.07692307692307693
367,Agile Planning for Software Products,Author-Topic,0.07692307692307693
368,Agile Planning for Software Products,Author-Topic,0.07692307692307693
369,Agile Planning for Software Products,Author-Topic,0.07692307692307693
370,Agile Planning for Software Products,Author-Topic,0.058823529411764705
371,Agile Planning for Software Products,Author-Topic,0.05263157894736842
372,Agile Planning for Software Products,Author-Topic,0.07692307692307693
373,Agile Planning for Software Products,Author-Topic,0.043478260869565216
374,Agile Planning for Software Products,Author-Topic,0.047619047619047616
375,Agile Planning for Software Products,Author-Topic,0.047619047619047616
376,Agile Planning for Software Products,Author-Topic,0.058823529411764705
377,Agile Planning for Software Products,Author-Topic,0.043478260869565216
378,Agile Planning for Software Products,Author-Topic,0.037037037037037035
379,Agile Planning for Software Products,Author-Topic,0.047619047619047616
380,Agile Planning for Software Products,Author-Topic,0.05263157894736842
381,Agile Planning for Software Products,Author-Topic,0.07692307692307693
382,Agile Planning for Software Products,Author-Topic,0.07692307692307693
383,Agile Planning for Software Products,Author-Topic,0.058823529411764705
384,Agile Planning for Software Products,Author-Topic,0.07692307692307693
385,Agile Planning for Software Products,Author-Topic,0.034482758620689655
386,Agile Planning for Software Products,Author-Topic,0.07692307692307693
387,Agile Planning for Software Products,Author-Topic,0.058823529411764705
388,Agile Planning for Software Products,Author-Topic,0.07692307692307693
389,Agile Planning for Software Products,Author-Topic,0.07692307692307693
390,Agile Planning for Software Products,Author-Topic,0.047619047619047616
391,Agile Planning for Software Products,Author-Topic,0.3333333333333333
392,Agile Planning for Software Products,Author-Topic,0.07692307692307693
393,Agile Planning for Software Products,Author-Topic,0.07692307692307693
394,Agile Planning for Software Products,Author-Topic,0.25
395,Agile Planning for Software Products,Author-Topic,0.058823529411764705
396,Agile Planning for Software Products,Author-Topic,0.07692307692307693
397,Agile Planning for Software Products,Author-Topic,0.07692307692307693
398,Agile Planning for Software Products,Author-Topic,0.07692307692307693
399,Agile Planning for Software Products,Author-Topic,0.07692307692307693
400,Agile Planning for Software Products,Author-Topic,0.07692307692307693
401,Agile Planning for Software Products,Author-Topic,0.05263157894736842
402,Agile Planning for Software Products,Author-Topic,0.037037037037037035
403,Agile Planning for Software Products,Author-Topic,0.058823529411764705
404,Agile Planning for Software Products,Author-Topic,0.037037037037037035
405,Agile Planning for Software Products,Author-Topic,0.034482758620689655
406,Agile Planning for Software Products,Author-Topic,0.07692307692307693
407,Agile Planning for Software Products,Author-Topic,0.037037037037037035
408,Agile Planning for Software Products,Author-Topic,0.05263157894736842
409,Agile Planning for Software Products,Author-Topic,0.07692307692307693
410,Agile Planning for Software Products,Author-Topic,0.25
411,Agile Planning for Software Products,Author-Topic,0.07692307692307693
412,Agile Planning for Software Products,Author-Topic,0.037037037037037035
413,Agile Planning for Software Products,Author-Topic,0.07692307692307693
414,Agile Planning for Software Products,Author-Topic,0.047619047619047616
415,Agile Planning for Software Products,Author-Topic,0.07692307692307693
416,Agile Planning for Software Products,Author-Topic,0.07692307692307693
417,Agile Planning for Software Products,Author-Topic,0.037037037037037035
418,Agile Planning for Software Products,Author-Topic,0.047619047619047616
419,Agile Planning for Software Products,Author-Topic,0.07692307692307693
420,Agile Planning for Software Products,Author-Topic,0.07692307692307693
421,Agile Planning for Software Products,Author-Topic,0.07692307692307693
422,Agile Planning for Software Products,Author-Topic,0.07692307692307693
423,Agile Planning for Software Products,Author-Topic,0.07692307692307693
424,Agile Planning for Software Products,Author-Topic,0.058823529411764705
425,Agile Planning for Software Products,Author-Topic,0.07692307692307693
426,Agile Planning for Software Products,Author-Topic,0.058823529411764705
427,Agile Planning for Software Products,Author-Topic,0.058823529411764705
428,Agile Planning for Software Products,Author-Topic,0.07692307692307693
429,Agile Planning for Software Products,Author-Topic,0.25
430,Agile Planning for Software Products,Author-Topic,0.058823529411764705
431,Agile Planning for Software Products,Author-Topic,0.07692307692307693
432,Agile Planning for Software Products,Author-Topic,0.058823529411764705
433,Agile Planning for Software Products,Author-Topic,0.058823529411764705
434,Agile Planning for Software Products,Author-Topic,0.07692307692307693
435,Agile Planning for Software Products,Author-Topic,0.3333333333333333
436,Agile Planning for Software Products,Author-Topic,0.037037037037037035
437,Agile Planning for Software Products,Author-Topic,0.043478260869565216
438,Agile Planning for Software Products,Author-Topic,0.05
439,Agile Planning for Software Products,Author-Topic,0.07692307692307693
440,Agile Planning for Software Products,Author-Topic,0.07692307692307693
441,Agile Planning for Software Products,Author-Topic,0.07692307692307693
442,Agile Planning for Software Products,Author-Topic,0.027777777777777776
443,Agile Planning for Software Products,Author-Topic,0.058823529411764705
444,Agile Planning for Software Products,Author-Topic,0.07692307692307693
445,Agile Planning for Software Products,Author-Topic,0.07692307692307693
446,Agile Planning for Software Products,Author-Topic,0.25
447,Agile Planning for Software Products,Author-Topic,0.05263157894736842
448,Agile Planning for Software Products,Author-Topic,0.07692307692307693
449,Agile Planning for Software Products,Author-Topic,0.05263157894736842
450,Agile Planning for Software Products,Author-Topic,0.043478260869565216
451,Agile Planning for Software Products,Author-Topic,0.07692307692307693
452,Agile Planning for Software Products,Author-Topic,0.07692307692307693
453,Agile Planning for Software Products,Author-Topic,0.07692307692307693
454,Agile Planning for Software Products,Author-Topic,0.058823529411764705
455,Agile Planning for Software Products,Author-Topic,0.07692307692307693
456,Agile Planning for Software Products,Author-Topic,0.058823529411764705
457,Agile Planning for Software Products,Author-Topic,0.058823529411764705
458,Agile Planning for Software Products,Author-Topic,0.07692307692307693
459,Agile Planning for Software Products,Author-Topic,0.07692307692307693
460,Agile Planning for Software Products,Author-Topic,0.07692307692307693
461,Agile Planning for Software Products,Author-Topic,0.07692307692307693
462,Agile Planning for Software Products,Author-Topic,0.037037037037037035
463,Agile Planning for Software Products,Author-Topic,0.07692307692307693
464,Agile Planning for Software Products,Author-Topic,0.1
465,Agile Planning for Software Products,Author-Topic,0.07692307692307693
466,Agile Planning for Software Products,Author-Topic,0.058823529411764705
467,Agile Planning for Software Products,Author-Topic,0.07692307692307693
468,Agile Planning for Software Products,Author-Topic,0.07692307692307693
